Fire_Cauldron.troy 6013.36 147.066 7246.02 -2147483648 0 0 0 
WaterRipples.troy 4741.7 18.804 9009.86 -2147483648 0 0 0 
WaterRipples.troy 4887.58 5.85422 8853.9 -2147483648 0 0 0 
WaterRipples.troy 2614.21 -23.7839 10909.7 -2147483648 0 0 0 
WaterRipples.troy 2580.71 -76.7995 11105.8 -2147483648 0 0 0 
WaterRipples.troy 9776.13 -74.9982 5135.72 -2147483648 0 0 0 
WaterRipples.troy 9281.07 -71.5773 5133.01 -2147483648 0 -37 -37 
WaterRipples.troy 10718 -63.7542 4638.26 -2147483648 0 0 0 
WaterRipples.troy 10293 -55.5834 5289.34 -2147483648 0 0 0 
WaterRipples.troy 10391.6 -57.5455 5290.9 -2147483648 0 0 0 
FireTorch_Med.troy 8191.09 175.576 9102.04 -2147483648 0 0 0 
FireTorch_Med.troy 8049.11 197.634 8922.44 -2147483648 0 0 0 
FireTorch_Med.troy 7897.72 186.074 8766.7 -2147483648 0 0 0 
FireTorch_Med.troy 8586.12 184.794 7814.94 -2147483648 0 0 0 
FireTorch_Med.troy 8716.14 191.56 7999.1 -2147483648 0 0 0 
FireTorch_Med.troy 8877.6 162.13 8173.03 -2147483648 0 0 0 
FireTorch_Med.troy 9055.43 119.595 8320.11 -2147483648 0 0 0 
FireTorch_Med.troy 12649.8 262.816 6246.1 -2147483648 0 0 0 
FireTorch_Med.troy 12581.1 247.306 6509.56 -2147483648 0 0 0 
GemGlow.troy 2123.78 257.217 4387.7 -2147483648 0 0 0 
GemGlow.troy 2560.1 253.691 4290.19 -2147483648 0 -37 -37 
GemGlow.troy 2993.31 215.261 4217.18 -2147483648 0 0 0 
GemGlow.troy 4063.44 226.79 3183.67 -2147483648 0 0 0 
GemGlow.troy 4195.18 264.623 2760.46 -2147483648 0 0 0 
GemGlow.troy 4233.26 254.637 2323.19 -2147483648 0 0 0 
GemGlow.troy 4313.11 255.926 1927.36 -2147483648 0 0 0 
GemGlow_p.troy 7824.36 170.829 12326.3 -2147483648 0 0 0 
GemGlow_p.troy 8667.79 172.23 10422.2 -2147483648 0 0 0 
GemGlow_p.troy 10577.9 175.277 8997.01 -2147483648 0 0 0 
GemGlow_p.troy 11319.8 176.274 9059.86 -2147483648 0 0 0 
GemGlow_p.troy 11373.4 154.234 8185.46 -2147483648 0 0 0 
GemGlow_p.troy 12054.8 178.038 7512.01 -2147483648 0 0 0 
GemGlow_p.troy 11995.6 179.811 8652.81 -2147483648 0 0 0 
GemGlow_p.troy 12677.6 172.858 7674.13 -2147483648 0 0 0 
GemGlow_p.troy 11598.2 154.629 7665.19 -2147483648 0 0 0 
GemGlow_p.troy 11513.5 176.048 4516.62 -2147483648 0 0 0 
GemGlow_p.troy 11929.2 176.221 9132.49 -2147483648 0 0 0 
GemGlow_p.troy 13842.4 243.289 8822.96 -2147483648 0 0 0 
GemGlow_p.troy 14223.9 300.738 13976.4 -2147483648 0 0 0 
GemGlow_p.troy 13780.3 173.838 9345.89 -2147483648 0 0 0 
GemGlow_p.troy 9447.19 178.644 8101.67 -2147483648 0 0 0 
GemGlow_p.troy 11136.1 175.346 7179.58 -2147483648 0 0 0 
FireTorch_small.troy 2941.47 98.8523 13806.6 -2147483648 0 0 0 
GemGlow_p.troy 11437.1 179.633 6309.14 -2147483648 0 0 0 
GemGlow_p.troy 10154.8 181.43 6348.54 -2147483648 0 0 0 
GemGlow_p.troy 9911.28 169.118 7852.76 -2147483648 0 0 0 
FireTorch_small.troy 2648.25 120.468 8600.26 -2147483648 0 0 0 
SmallTorch.troy 9213.08 151.826 512.724 -2147483648 0 0 0 
FireTorch_small.troy 8015.59 256.617 9233.85 -2147483648 0 0 0 
GemGlow_p.troy 5220.76 159.998 11509.4 -2147483648 0 0 0 
GemGlow_p.troy 5561.73 172.199 12067 -2147483648 0 0 0 
SmallTorch.troy 9749.95 150.272 8845.73 -2147483648 0 0 0 
SmallTorch.troy 10851.7 139.061 7706.42 -2147483648 0 0 0 
FireTorch_small.troy 11146.7 126.827 6081.97 -2147483648 0 0 0 
FireTorch_small.troy 11675.7 123.343 5157.68 -2147483648 0 0 0 
FireTorch_small.troy 12544.8 131.413 5274.26 -2147483648 0 0 0 
FireTorch_small.troy 12236.1 119.029 4515.38 -2147483648 0 0 0 
Fire_Cauldron.troy 1454.39 364.921 4601.96 -2147483648 0 0 0 
LoFogYellow_env.troy 995.441 32.8576 12812.7 -2147483648 0 0 0 
FireTorch_Med.troy 13596.6 262.399 3346.7 -2147483648 0 0 0 
LoFogYellow_env.troy 13133.9 49.8121 2410.43 -2147483648 0 0 0 
LoFogYellow_env.troy 12185.6 49.3787 1223.76 -2147483648 0 0 0 
FireTorch_Med.troy 5290.1 176.849 1623.68 -2147483648 0 0 0 
GemGlow_p.troy 5968.79 172.026 12621.4 -2147483648 0 0 0 
FireTorch_Med.troy 469.047 273.031 11627.6 -2147483648 0 0 0 
LoFogYellow_env.troy 1805.89 23.1276 13439.5 -2147483648 0 0 0 
DarkSmoke.troy 6622.97 71.1639 10618.7 -2147483648 0 0 0 
DarkSmoke.troy 6007.36 69.3346 11836.2 -2147483648 0 0 0 
DarkSmoke.troy 7458.77 90.0955 9187.95 -2147483648 0 0 0 
GemGlow_p.troy 6024.27 175.693 10855.6 -2147483648 0 0 0 
GemGlow.troy 5338.63 171.506 4046.98 -2147483648 0 0 0 
GemGlow_p.troy 4084.2 193.604 12526.8 -2147483648 0 0 0 
GemGlow_p.troy 11942.7 227.463 10622.4 -2147483648 0 0 0 
Fire_Cauldron.troy 3172.11 390.516 4326.62 -2147483648 0 0 0 
FireTorch_Med.troy 6070.22 165.403 5710.6 -2147483648 0 0 0 
GemGlow.troy 1966.96 165.606 6984.21 -2147483648 0 0 0 
GemGlow.troy 2750.54 189.858 5559.49 -2147483648 0 0 0 
SmallTorch.troy 1413.85 145.94 6101.17 -2147483648 0 0 0 
GemGlow.troy 2872.75 178.826 7210.15 -2147483648 0 0 0 
GemGlow.troy 4085.82 167.406 7376.78 -2147483648 0 0 0 
FireTorch_small.troy 5143.22 187.211 13946.1 -2147483648 0 0 0 
FireTorch_small.troy 6569.99 189.829 13964.9 -2147483648 0 0 0 
GemGlow.troy 9054.1 168.571 3497.66 -2147483648 0 0 0 
WaterRipples.troy 4934.43 21.2747 8967.63 -2147483648 0 0 0 
WaterRipples.troy 4862.15 -55.6662 8834.78 -2147483648 0 0 0 
WaterRipples.troy 8141.6 -65.6231 6193.35 -2147483648 0 0 0 
WaterRipples.troy 8807.73 -70.8307 6011.14 -2147483648 0 0 0 
WaterRipples.troy 9130.27 -49.8275 5258.99 -2147483648 0 -37 -37 
WaterRipples.troy 10742.3 -74.0046 4822.19 -2147483648 0 0 0 
WaterRipples.troy 11183.1 -50.9839 3871.19 -2147483648 0 0 0 
